timestamp,event_id,src,dst,account,action,result,severity,host,proto,port,detail
2026-09-19T08:10:26+00:00,1799cf82-c1c1-425d-9150-9dda11b957b2,10.0.10.5,10.0.10.9,dave,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T08:10:37+00:00,4b308ea6-2fa4-4f6e-8e3c-fb8860fb3d40,10.0.20.45,10.0.20.102,carol,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T08:10:45+00:00,445343d4-724e-4e33-82e5-094533700d0c,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:12:02+00:00,61a937f8-72c0-4b66-aea0-d34c845a14a2,10.0.10.21,10.0.10.9,jsmith,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T08:12:15+00:00,433a8d74-04d6-47d2-a00d-27b1e09823d4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:13:45+00:00,6c9964ee-8cb9-4daf-bab7-20c15562afc3,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:15:15+00:00,dbd17e96-3289-4e96-8a8b-079afb28b52d,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:16:00+00:00,93565aa4-3735-447e-bdc9-a506c2b7c9a3,10.0.20.45,10.0.10.5,alice,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T08:16:21+00:00,e40a09f6-9400-4810-9940-8999e5138f39,10.0.20.45,10.0.20.45,dave,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T08:16:45+00:00,8ed63d2a-36c1-4fb9-90c3-87e1a546c535,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:18:04+00:00,eacfa717-a385-4050-a5ec-bb6b2b376c81,10.0.10.9,10.0.10.5,svc_backup,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T08:18:15+00:00,6105ec10-bed1-4694-8f08-e2cb97b3ec5d,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:18:59+00:00,5083c665-eddb-45cc-ba7f-303a0ff5b843,10.0.10.5,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T08:19:45+00:00,12793249-d1bc-4f33-b69c-08ebff8509df,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:20:08+00:00,d086fa1c-0f74-4d9c-9166-3b4ddc4b1f9d,10.0.10.9,10.0.10.11,carol,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T08:21:15+00:00,534d93db-e3de-4d2d-8a21-7f6c2a609c2f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:22:10+00:00,41ca1f7d-1650-4ef4-9ccb-b674f31aa09e,10.0.20.102,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T08:22:45+00:00,cd773600-7084-4b31-9bf6-8b181799c31e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:24:15+00:00,94a46d33-4285-4276-911c-c5775194f990,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:25:35+00:00,553c0d20-54af-4d0a-9aff-4a6755bcce15,10.0.20.102,10.0.10.11,svc_backup,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T08:25:45+00:00,efaeeea8-6562-41fd-9055-245a0730e100,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:26:44+00:00,2b676f42-0d09-43e7-8d5d-41459a435a2b,10.0.10.11,10.0.10.11,svc_backup,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T08:27:15+00:00,4c8be14e-974b-4815-a9f3-0b7f0adb044c,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:28:45+00:00,bcd61615-bd2f-4a53-94bf-4c4c7a5272a6,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:30:15+00:00,35f6f9e9-f1c0-4205-9541-af5c11257f8f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:31:45+00:00,2d56d596-104b-40e4-ae92-6f339044ce1a,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:33:15+00:00,dbe0ece8-9ca2-45fd-ba9a-b8997d1c2f5c,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:34:45+00:00,44935406-e72a-4c5e-80aa-f26dcfe00e6f,10.0.20.45,10.0.10.9,admin,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T08:34:45+00:00,8a1f6be4-e750-44fc-8036-989a093059d1,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:36:15+00:00,610d8cf6-9a79-4e35-ae87-84ee1b58a9f3,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:37:45+00:00,acdb1b97-91dd-498c-b614-425d90a131de,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:37:47+00:00,ff91e79c-c54f-44d7-813c-90c2a9430b61,10.0.10.9,10.0.10.21,dave,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T08:39:15+00:00,bae47d7e-9d35-4815-9f66-e51f5bbc44da,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:40:45+00:00,0f27945f-3562-417c-9148-b8a1e1d00c2b,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:41:25+00:00,e5ce5546-b7b5-42cb-88eb-77e240a19f4e,10.0.10.5,10.0.10.11,svc_backup,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T08:42:15+00:00,79f9ffbc-ebc0-4624-971d-f76ebcce66b4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:42:18+00:00,48ea79fc-eee7-47fe-8272-c3ee1b6143ff,10.0.10.11,10.0.20.102,jsmith,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T08:43:45+00:00,2178cdf2-4f80-478e-8a1d-31343ea43867,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:45:15+00:00,c935605f-b781-4e6e-b0d8-32b2661727a4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:46:25+00:00,d28a9223-6dba-4e2d-893f-64d43b9f5a6b,10.0.20.45,10.0.20.102,svc_backup,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T08:46:45+00:00,67ae2f48-464a-490e-95b8-ed7a3e69b7e9,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:48:15+00:00,5807a64a-8b4c-4ccd-98c3-a2b17bf1d9a5,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:49:37+00:00,a1cfa757-d768-4b15-abaf-2eb49544098b,10.0.10.5,10.0.10.21,dave,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T08:49:45+00:00,837005b4-e988-462e-80b8-7eb4204c0d9e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:51:15+00:00,48319cfe-46fc-48d7-b542-4b01efa8c482,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:51:59+00:00,dfcef79b-45cb-443e-aadd-4ac8ea8c15b6,10.0.20.45,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T08:52:19+00:00,c6ddbfc2-d00f-442f-8d13-b56ed32bfe92,10.0.10.21,10.0.20.45,dave,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T08:52:45+00:00,528ed455-6538-43ab-92f6-30cbdad706a8,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:53:52+00:00,066aac07-7aaa-4b06-98fd-1cfa03de6e80,10.0.10.9,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T08:54:09+00:00,2903aebe-0b95-4950-87fd-fd315206aaf0,10.0.10.9,10.0.10.21,admin,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T08:54:15+00:00,a2f5c597-33d2-4f06-b333-46a7d62bdcbf,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:55:45+00:00,424202b0-c654-4afc-8fcc-2ef7ff2ad743,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:57:15+00:00,346943e6-ee53-423e-afc7-dc01223e063c,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T08:58:45+00:00,b92fe80c-f610-4b30-8dc8-0ce845f95047,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:00:15+00:00,17188ec4-71c8-497b-848c-cb7497c3af53,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:00:44+00:00,dc0b3499-9f96-4849-81e0-0ca1a380b745,10.0.10.5,10.0.10.5,dave,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:00:52+00:00,e875b6a9-ed2d-43f7-8bcd-ccb6fc310fbe,10.0.20.45,10.0.10.5,bob,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:00:57+00:00,5ac21015-51c2-45ad-a95e-2788249d67b9,10.0.10.9,10.0.10.9,alice,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T09:01:13+00:00,1dfc3789-3070-45dd-ad8f-b592c9aac45a,10.0.10.21,10.0.10.21,bob,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T09:01:18+00:00,07c294d4-3c14-46ee-be0c-c558c7874988,10.0.10.9,10.0.10.9,alice,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T09:01:45+00:00,1a205520-df9a-4314-a4e6-d8e194544dd9,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:03:15+00:00,8d8b65cf-e680-4d22-8e6a-9f18267bb8e2,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:04:31+00:00,951b4661-795d-4473-9a52-ae057def2dfb,10.0.20.45,10.0.10.5,alice,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:04:45+00:00,035cb945-79b2-419b-9691-b07e28ddc64d,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:05:23+00:00,e282791f-6d7f-400c-aeea-6c7bb4da3563,10.0.10.11,10.0.10.11,svc_backup,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:05:29+00:00,daa7cb76-54ab-4a5d-b87a-7dd83c3d4035,10.0.10.21,10.0.10.11,alice,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:05:43+00:00,7ac330cf-2320-4e21-818f-594b8e9d258b,10.0.20.102,10.0.10.11,alice,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:05:44+00:00,2c6bdc43-9085-4b31-83eb-ca0e0754215a,10.0.10.11,10.0.10.11,carol,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:06:15+00:00,cbbfbc44-7c7c-4b16-bf9b-4fcb08774647,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:07:45+00:00,01b25bb5-6012-4691-8b92-b254043530f4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:07:46+00:00,f6b15193-c554-4d8b-b84a-7643b5d4f569,10.0.20.45,10.0.20.102,jsmith,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T09:08:25+00:00,88abf2c2-55f5-469c-9909-8e5e3656c9b7,10.0.10.5,10.0.10.21,svc_backup,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T09:09:15+00:00,483e5a97-b24e-4b0a-90a2-1e5c1dd5fc03,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:09:33+00:00,b9a2f505-853b-423f-9cf3-684891ef11ad,10.0.10.11,10.0.20.102,dave,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T09:10:45+00:00,98152cf4-3e41-42ce-97cf-7f36c0eb9759,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:11:31+00:00,66f7ef64-69f3-4486-add6-732a391f5a1c,10.0.20.102,10.0.10.9,dave,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T09:12:13+00:00,45b49a2b-b883-425c-a8b7-c87ff73900b7,10.0.10.9,10.0.20.102,alice,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T09:12:15+00:00,3cb352c1-29a2-482e-a6f4-63789f1141e3,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:13:45+00:00,b88c7fd0-c080-4137-ab9a-344fab7168f4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:15:15+00:00,c01f2594-c0ec-4907-81ae-018f04b2c763,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:16:45+00:00,b69a7078-796a-471a-a0cb-faa1288d7bff,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:18:15+00:00,8e8d7df1-21a1-4122-9e8f-dc2c547a8cc4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:18:35+00:00,d2866bcf-fd3e-423f-8e16-2fafe9abd0bc,10.0.20.102,10.0.20.45,admin,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T09:19:18+00:00,915debcc-4a1a-4092-ace9-7fbd4217dbc3,10.0.10.11,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:19:31+00:00,25d01c9b-7029-4101-85d0-e70f69c45a0a,10.0.10.9,10.0.10.5,carol,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:19:45+00:00,8d34d031-9efc-4bf6-9b98-95635e540689,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:20:07+00:00,3ad35f24-6958-49cf-a7cd-807d01d9bc16,10.0.10.21,10.0.10.11,jsmith,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:20:20+00:00,9043a24b-cbfc-4929-9895-689da51be35b,10.0.10.21,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:20:53+00:00,ce28a882-1238-4f0c-894a-8066d83ad5d5,10.0.10.5,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:21:01+00:00,fd61eeae-50f0-4262-8a52-64263053e0da,10.0.20.102,10.0.10.9,alice,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T09:21:15+00:00,0c5b0349-7484-4fb8-8dac-f7a663ac6995,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:22:14+00:00,83210a75-c498-4600-8033-82424e7f759c,10.0.20.45,10.0.10.9,bob,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T09:22:45+00:00,b0c6dc68-8f13-4bda-b833-218036d7648b,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:24:15+00:00,a4c20f67-a9fa-4f39-af6f-430ed3ccaffa,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:24:45+00:00,5fa8ee6d-1209-4412-a71d-3da9d1cdada2,10.0.10.21,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:25:45+00:00,e1c6c19b-8eca-418e-a107-3f67a5e7b83e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:27:15+00:00,5937daa1-1b33-4b9d-b27d-f3a62dc0a2fa,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:28:24+00:00,e162bca1-bd35-4d83-ae0c-49635800ebae,10.0.10.11,10.0.10.21,carol,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T09:28:45+00:00,c040aac0-cd33-487d-bb87-84f9c545ae4c,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:29:32+00:00,1bd3fed1-2560-4d5d-a2e8-5bc201a9653f,10.0.10.11,10.0.10.21,admin,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T09:30:15+00:00,c9a2130c-b722-4253-af33-3c21301c0d95,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:31:45+00:00,3b78ed50-f75d-44ce-9bed-a19241f79ed9,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:32:42+00:00,a5885c54-a261-4650-a2ba-ee621c77a597,10.0.10.21,10.0.10.11,jsmith,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:33:15+00:00,0b7a0e7d-e696-4051-87a6-381e2020fad9,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:34:45+00:00,2fb11671-4159-48fa-b640-b989a939e61e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:35:51+00:00,3e158aad-b15a-411b-9b98-a1c827041b9e,10.0.10.21,10.0.20.102,jsmith,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T09:36:15+00:00,e79e5c41-5fcc-4df7-8598-c9d790fe7dbc,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:37:42+00:00,5ae4c483-4555-4b78-93f1-573d70933b88,10.0.10.9,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:37:45+00:00,d29431c1-52f2-4406-83c9-d023caabd137,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:39:15+00:00,d8685ec5-1893-47c1-b504-153c408a9114,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:40:45+00:00,0ed45145-72a8-456d-8fd4-7bffabc8aad8,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:41:26+00:00,220dcacc-e4f3-488e-a215-540d04d3d1dd,10.0.20.45,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:42:15+00:00,e7170cf6-d45b-4776-a90d-7fa14d140f2f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:42:34+00:00,4a6fd0a7-bac4-4559-b6ee-589fc2714c33,10.0.20.102,10.0.10.21,admin,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T09:43:45+00:00,db2d1222-111f-4cf1-8a34-b152120837ee,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:45:15+00:00,f50b28a9-1780-492a-ba59-f4bf591201b4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:46:45+00:00,b3069aeb-ae26-4e59-a7e0-112f68630d76,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:48:00+00:00,1dba9eee-e259-4a96-885e-8403a9011871,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:04+00:00,c8074f96-abea-4de2-9058-242e8497cca1,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:08+00:00,6e2c6e5c-ff01-4474-997b-f407ad11f8f7,45.83.140.77,10.0.10.11,svc_backup,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:12+00:00,72bf7a56-51bd-44a9-9129-3a896410c658,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:15+00:00,201c592c-359c-495d-8e69-577a52b07f85,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:48:16+00:00,0d78180a-3508-4205-ae03-f4d07c1c222a,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:20+00:00,7d2d3aa7-569f-4ad6-b042-855b7fcd7a2e,45.83.140.77,10.0.10.11,carol,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:24+00:00,4f49821e-373a-4a4d-8824-fbf8c4fd108c,45.83.140.77,10.0.10.11,carol,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:28+00:00,eb0be836-d822-4944-9275-147ee9e9e876,45.83.140.77,10.0.10.11,alice,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:32+00:00,21d5f10d-8dbe-4b7c-8a00-68f4d26e13e4,45.83.140.77,10.0.10.11,svc_backup,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:36+00:00,939b6f15-8701-49bb-bed2-4ae31672175e,45.83.140.77,10.0.10.11,svc_backup,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:40+00:00,bd3a0b98-c599-4907-950c-bf54658bcc2d,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:44+00:00,570431a7-a610-4411-90ec-ca2f64797a83,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:48+00:00,33d2d769-a4e6-432c-b076-2bc154ad3d6e,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:52+00:00,87f32116-51d6-40ef-b583-5864e44a4059,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:48:56+00:00,d496ef5a-8070-493a-b06e-09973b59cf56,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:00+00:00,17be1b0d-c0d4-4f60-9c17-678592cdf40f,45.83.140.77,10.0.10.11,svc_backup,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:04+00:00,e4766236-7614-4aff-b01b-ee53c6d54ee9,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:08+00:00,3e0f72b5-cf5f-4c00-833b-39b870e53f96,45.83.140.77,10.0.10.11,alice,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:12+00:00,65cc210b-e2b0-46e9-b28d-0da683dd0035,45.83.140.77,10.0.10.11,carol,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:16+00:00,18e5a1ed-fce7-4fbf-abae-684369fd202f,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
